buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight
2003,, ,18,2,2011,"2,500",21.72,3,446-270,20,(446-270),,,11410,서대문구,연희동, 
2006,, ,12,2,2011,"2,000",29.65,5,90-1,75,(90-1),,,11410,서대문구,대신동, 
2001,, ,9,2,2011,"6,500",16.2,8,212-2,0,연희소프트빌,,,11410,서대문구,연희동, 
2001,, ,22,2,2011,"1,000",16.2,9,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2003,, ,28,2,2011,500,21.45,5,396-24,45,현상준건물,,,11410,서대문구,홍은동, 
2003,, ,25,2,2011,"8,000",26.03,4,136-7,0,(136-7),,,11410,서대문구,연희동, 
2004,, ,25,2,2011,"11,000",30.24,13,20-41,0,아남오피스텔,,,11410,서대문구,창천동, 
2003,, ,24,2,2011,"8,000",26.03,4,136-7,0,(136-7),,,11410,서대문구,연희동, 
2005,, ,20,2,2011,"2,000",19.01,2,103-7,50,스페이스엠,,,11410,서대문구,연희동, 
2001,, ,17,2,2011,"2,000",16.2,8,212-2,40,연희소프트빌,,,11410,서대문구,연희동, 
2003,, ,22,2,2011,"9,000",26.03,5,136-7,0,(136-7),,,11410,서대문구,연희동, 
2006,, ,9,2,2011,"8,000",22.61,7,190,17,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,21,2,2011,"2,000",21.42,6,396-25,30,동림오벨리스크,,,11410,서대문구,홍은동, 
2004,, ,16,2,2011,"7,000",20.52,1,97-64,30,경선파인 오피스텔,,,11410,서대문구,창천동, 
2009,11.02~12.02,신규,8,2,2011,"4,000",25.35,18,192,55,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,11.02~13.02,신규,10,2,2011,"7,500",19.01,2,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2006,, ,7,2,2011,"9,500",22.61,6,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,3,2,2011,"10,500",28.5,15,20-41,0,아남오피스텔,,,11410,서대문구,창천동, 
2002,, ,6,2,2011,"4,000",19.44,5,122-3,30,정연 지오빌,,,11410,서대문구,연희동, 
2003,, ,8,2,2011,"5,000",22.95,4,396-24,0,현상준건물,,,11410,서대문구,홍은동, 
2003,, ,27,3,2011,"5,000",24.6,3,413-126,5,(413-126),,,11410,서대문구,연희동, 
2003,, ,19,3,2011,"1,000",15.94,4,80-7,45,파라다이스텔에스비,,,11410,서대문구,연희동, 
2007,, ,19,3,2011,"22,000",115.53,6,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2002,, ,29,3,2011,500,13.33,2,92-7,45,창천오피스텔,,,11410,서대문구,창천동, 
2003,, ,28,3,2011,"5,500",27.94,4,413-126,15,(413-126),,,11410,서대문구,연희동, 
2004,, ,21,3,2011,"6,000",24.87,10,343-1,0,선정오피스텔,,,11410,서대문구,북가좌동, 
2004,, ,22,3,2011,"8,000",22.11,7,490,0,홍익사랑,,,11410,서대문구,창천동, 
2004,, ,26,3,2011,"1,000",19.04,3,188-3,55,(188-3),,,11410,서대문구,연희동, 
2006,, ,9,3,2011,"8,000",22.61,3,190,18,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2002,, ,28,3,2011,"8,000",21.06,4,122-3,0,정연 지오빌,,,11410,서대문구,연희동, 
2003,, ,24,3,2011,"2,000",15.94,10,80-7,40,파라다이스텔에스비,,,11410,서대문구,연희동, 
2006,, ,19,3,2011,"12,500",29.26,5,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,1,3,2011,"7,000",19.4,6,190,18,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,8,3,2011,"1,000",59.02,4,117,125,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,18,3,2011,"8,000",29.23,4,465,0,충정리시온,,,11410,서대문구,충정로3가, 
2003,, ,24,3,2011,"8,500",26.03,5,136-7,0,(136-7),,,11410,서대문구,연희동, 
2003,, ,15,3,2011,"6,000",25.53,4,88-11,0,정연지오빌ll,,,11410,서대문구,연희동, 
2006,, ,18,3,2011,"2,000",29.26,9,117,60,충정로대우디오빌,,,11410,서대문구,합동, 
2007,, ,19,3,2011,"20,000",89.73,2,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,16,3,2011,"8,000",28.79,6,194-30,10,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,19,3,2011,"6,000",19.4,9,190,25,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,9,3,2011,"1,000",15.84,2,446-270,30,(446-270),,,11410,서대문구,연희동, 
2009,11.03~12.03,신규,3,3,2011,"5,000",28.82,6,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,7,3,2011,"11,000",30.24,9,20-41,0,아남오피스텔,,,11410,서대문구,창천동, 
2001,, ,9,4,2011,"3,000",16.2,10,212-2,30,연희소프트빌,,,11410,서대문구,연희동, 
2002,, ,19,4,2011,"1,000",20.39,2,121-4,50,오벨리스크,,,11410,서대문구,연희동, 
2002,, ,21,4,2011,500,21.06,5,122-3,55,정연 지오빌,,,11410,서대문구,연희동, 
2006,, ,22,4,2011,"9,700",22.61,2,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2002,, ,9,4,2011,"2,000",168.5,2,62-48,50,(62-48),,,11410,서대문구,창천동, 
2003,, ,20,4,2011,"8,500",26.03,2,136-7,0,(136-7),,,11410,서대문구,연희동, 
2002,, ,16,4,2011,"2,000",19.44,2,122-3,40,정연 지오빌,,,11410,서대문구,연희동, 
2002,, ,9,4,2011,"1,000",18.5,4,62-48,50,(62-48),,,11410,서대문구,창천동, 
2006,, ,22,4,2011,"7,500",19.4,7,190,15,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,7,4,2011,"2,000",25.69,6,90-1,65,(90-1),,,11410,서대문구,대신동, 
2002,, ,1,4,2011,"1,000",19.44,2,122-3,55,정연 지오빌,,,11410,서대문구,연희동, 
2003,, ,14,5,2011,"1,000",15.84,2,446-270,30,(446-270),,,11410,서대문구,연희동, 
2006,, ,6,5,2011,"4,000",25.69,5,90-1,45,(90-1),,,11410,서대문구,대신동, 
2005,, ,17,5,2011,"7,500",19.01,5,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2006,, ,25,5,2011,"9,000",19.4,9,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,19,5,2011,"7,500",22.54,3,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2004,11.06~12.06,신규,25,5,2011,"2,000",24.84,8,343-1,38,선정오피스텔,,,11410,서대문구,북가좌동, 
2004,, ,23,5,2011,"7,900",38.28,6,78-4,0,시아 루비움,,,11410,서대문구,연희동, 
2009,, ,3,5,2011,"12,000",25.35,17,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2007,, ,2,5,2011,"5,000",116.97,3,340-27,120,현대싱그런,,,11410,서대문구,연희동, 
2005,, ,21,5,2011,"1,000",16.83,3,218-1,60,연희체스트빌,,,11410,서대문구,연희동, 
2005,, ,25,5,2011,"7,500",19.01,1,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2009,, ,31,5,2011,"12,000",25.35,5,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,6,5,2011,"3,000",19.44,6,122-3,35,정연 지오빌,,,11410,서대문구,연희동, 
2005,11.05~12.05,신규,23,5,2011,"3,000",19.01,4,103-7,40,스페이스엠,,,11410,서대문구,연희동, 
2009,, ,31,5,2011,"4,000",25.35,18,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,, ,31,5,2011,"9,000",26.03,5,136-7,0,(136-7),,,11410,서대문구,연희동, 
2002,, ,21,5,2011,"2,000",13.33,4,92-7,35,창천오피스텔,,,11410,서대문구,창천동, 
2006,, ,10,5,2011,"7,000",19.4,3,190,23,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2002,, ,16,5,2011,"5,000",20.39,4,121-4,0,오벨리스크,,,11410,서대문구,연희동, 
2005,, ,6,5,2011,"6,000",19.01,4,103-7,10,스페이스엠,,,11410,서대문구,연희동, 
2009,, ,13,5,2011,"13,500",56.12,2,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2006,, ,20,6,2011,"5,000",29.65,4,90-1,45,(90-1),,,11410,서대문구,대신동, 
2002,, ,27,6,2011,"1,000",20.39,5,121-4,48,오벨리스크,,,11410,서대문구,연희동, 
2004,, ,30,6,2011,"1,000",19.38,6,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2002,, ,10,6,2011,"1,000",20.67,5,100-15,40,브라운 힐,,,11410,서대문구,연희동, 
2004,, ,25,6,2011,"3,000",19.58,3,78-4,25,시아 루비움,,,11410,서대문구,연희동, 
2006,, ,3,6,2011,"7,500",22.61,4,190,20,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,4,6,2011,"9,800",22.61,10,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,7,6,2011,"9,000",26.03,2,136-7,0,(136-7),,,11410,서대문구,연희동, 
2004,, ,5,6,2011,"2,000",20.52,5,188-3,50,(188-3),,,11410,서대문구,연희동, 
2006,, ,10,6,2011,"9,500",19.4,7,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2002,, ,14,7,2011,"1,000",36,4,122-3,80,정연 지오빌,,,11410,서대문구,연희동, 
2006,, ,31,7,2011,"6,500",19.4,5,190,30,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,9,7,2011,"7,000",22.23,6,88-11,0,정연지오빌ll,,,11410,서대문구,연희동, 
2002,, ,16,7,2011,"1,000",25.73,2,76-24,45,(76-24),,,11410,서대문구,연희동, 
2006,, ,23,7,2011,"7,000",19.4,6,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,28,7,2011,"8,000",26.03,6,136-7,10,(136-7),,,11410,서대문구,연희동, 
2007,, ,20,7,2011,"20,000",115.53,8,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,18,7,2011,"14,000",28.82,19,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,22,7,2011,"6,000",56.12,3,165-2,40,코지펠리스,,,11410,서대문구,홍은동, 
2009,, ,20,7,2011,"13,000",56.12,2,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2004,, ,2,7,2011,"1,000",31.15,7,45-5,80,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2009,, ,19,7,2011,"12,000",56.12,7,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2005,, ,15,7,2011,"11,500",31.41,6,29-81,0,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2003,, ,4,7,2011,"4,000",17.34,1,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2002,, ,29,8,2011,"1,000",19.61,4,62-48,55,(62-48),,,11410,서대문구,창천동, 
2002,, ,22,8,2011,"5,000",14.11,6,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2006,11.09~12.09,신규,13,8,2011,"9,000",22.61,7,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,3,8,2011,500,22.59,4,328-19,45,엘림오피스텔,,,11410,서대문구,남가좌동, 
2002,, ,27,8,2011,"6,000",17.82,6,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2005,11.08~13.08,신규,1,8,2011,"7,500",19.01,5,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2006,, ,25,8,2011,"8,500",19.4,10,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,11,8,2011,"2,500",15.84,1,446-270,15,(446-270),,,11410,서대문구,연희동, 
2003,, ,9,8,2011,"7,500",27.48,7,136-7,15,(136-7),,,11410,서대문구,연희동, 
2003,, ,2,9,2011,"7,000",26.03,6,136-7,17,(136-7),,,11410,서대문구,연희동, 
2007,, ,23,9,2011,"5,000",116.81,8,194-30,200,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,25,9,2011,"8,000",22.61,8,190,25,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,9,9,2011,"1,500",21.75,6,343-1,35,선정오피스텔,,,11410,서대문구,북가좌동, 
2005,, ,14,9,2011,"11,500",28.22,8,27-20,0,신촌가이아,,,11410,서대문구,대현동, 
2009,, ,30,9,2011,"14,500",56.12,8,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2003,, ,16,9,2011,"5,000",22.95,5,396-24,0,현상준건물,,,11410,서대문구,홍은동, 
2002,, ,15,10,2011,"1,000",18.5,5,62-48,50,(62-48),,,11410,서대문구,창천동, 
2003,, ,31,10,2011,"1,000",17.34,5,396-25,30,동림오벨리스크,,,11410,서대문구,홍은동, 
2003,, ,31,10,2011,"3,000",24.48,5,396-25,29,동림오벨리스크,,,11410,서대문구,홍은동, 
2004,, ,17,10,2011,"1,000",24.29,5,45-5,70,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2006,, ,19,10,2011,"7,700",19.4,3,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,7,10,2011,500,21.75,10,343-1,45,선정오피스텔,,,11410,서대문구,북가좌동, 
2009,, ,10,10,2011,"15,000",56.12,5,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2009,, ,23,11,2011,"10,000",56.12,5,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2002,, ,26,11,2011,"1,000",19.61,3,62-48,50,(62-48),,,11410,서대문구,창천동, 
2004,, ,20,11,2011,"2,000",20.52,6,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2007,, ,29,11,2011,"23,000",116.97,1,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2004,, ,16,11,2011,"8,000",19.89,3,97-64,0,경선파인 오피스텔,,,11410,서대문구,창천동, 
2002,, ,29,11,2011,"7,000",25.73,3,76-24,0,(76-24),,,11410,서대문구,연희동, 
2004,, ,14,11,2011,"12,000",28.08,7,20-41,0,아남오피스텔,,,11410,서대문구,창천동, 
2003,, ,21,11,2011,"9,000",26.03,4,136-7,0,(136-7),,,11410,서대문구,연희동, 
2003,, ,15,11,2011,"7,000",25.04,5,136-7,20,(136-7),,,11410,서대문구,연희동, 
2004,11.11~12.11,신규,9,11,2011,"1,000",21.09,5,343-1,45,선정오피스텔,,,11410,서대문구,북가좌동, 
2004,, ,15,11,2011,"8,000",22.08,9,45-5,0,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2006,, ,3,11,2011,"14,000",29.29,11,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,12,12,2011,"2,000",29.26,9,117,70,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,23,12,2011,"9,500",22.61,4,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,31,12,2011,"10,000",22.08,4,45-5,0,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2003,, ,16,12,2011,"3,000",26.36,2,413-126,30,(413-126),,,11410,서대문구,연희동, 
2004,, ,26,12,2011,"3,000",29.23,4,465,35,충정리시온,,,11410,서대문구,충정로3가, 
2002,, ,17,12,2011,500,13.33,7,92-7,45,창천오피스텔,,,11410,서대문구,창천동, 
2004,, ,30,1,2012,"1,500",19.26,4,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2002,, ,18,1,2012,"1,000",25.73,4,76-24,50,(76-24),,,11410,서대문구,연희동, 
2003,, ,30,1,2012,"4,500",21.42,3,396-25,10,동림오벨리스크,,,11410,서대문구,홍은동, 
2004,, ,31,1,2012,"3,000",17.16,6,78-4,43,시아 루비움,,,11410,서대문구,연희동, 
2003,12.02~14.02,신규,30,1,2012,"5,000",18.9,6,188-57,25,(188-57),,,11410,서대문구,연희동, 
2006,, ,28,1,2012,"8,700",19.4,5,190,13,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,21,1,2012,"2,000",19.38,5,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2006,, ,4,1,2012,"9,500",22.61,10,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,30,1,2012,"2,000",20.52,5,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2002,, ,18,1,2012,"1,000",19.61,4,62-48,50,(62-48),,,11410,서대문구,창천동, 
2003,, ,9,1,2012,"9,000",26.32,7,136-7,0,(136-7),,,11410,서대문구,연희동, 
2006,, ,19,1,2012,"7,000",19.4,6,190,25,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,30,1,2012,"2,000",19.38,5,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2002,, ,8,1,2012,"5,000",14.11,7,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2004,, ,18,1,2012,"4,000",22.54,6,103-6,37,라이온스톤,,,11410,서대문구,연희동, 
2002,, ,7,1,2012,"1,000",20.72,6,100-15,44,브라운 힐,,,11410,서대문구,연희동, 
2004,, ,9,1,2012,"3,000",27.31,4,97-64,70,경선파인 오피스텔,,,11410,서대문구,창천동, 
2006,, ,30,1,2012,"2,000",26.15,5,90-1,70,(90-1),,,11410,서대문구,대신동, 
2004,, ,3,1,2012,"2,000",20.52,1,97-64,50,경선파인 오피스텔,,,11410,서대문구,창천동, 
2004,, ,25,1,2012,"2,500",22.11,8,490,40,홍익사랑,,,11410,서대문구,창천동, 
2006,12.01~13.01,신규,9,1,2012,"8,000",19.4,10,190,15,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2009,, ,9,1,2012,"14,000",28.82,6,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,10,1,2012,"10,000",22.61,10,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,5,1,2012,"6,000",19.4,5,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,6,2,2012,"2,000",39.73,4,90-1,90,(90-1),,,11410,서대문구,대신동, 
2003,, ,16,2,2012,"9,000",26.03,3,136-7,0,(136-7),,,11410,서대문구,연희동, 
2004,, ,4,2,2012,"9,500",28.5,15,20-41,12,아남오피스텔,,,11410,서대문구,창천동, 
2004,, ,22,2,2012,"8,000",20.52,1,97-64,0,경선파인 오피스텔,,,11410,서대문구,창천동, 
2007,, ,10,2,2012,"25,000",114.15,3,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,4,2,2012,"17,000",86.17,5,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,21,2,2012,"24,000",115.53,10,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,7,2,2012,"1,000",25.35,7,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,29,2,2012,"9,500",19.4,8,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,25,2,2012,"5,000",27.31,2,97-64,50,경선파인 오피스텔,,,11410,서대문구,창천동, 
2006,, ,24,2,2012,"10,500",22.61,2,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,6,2,2012,"3,000",19.38,3,97-64,40,경선파인 오피스텔,,,11410,서대문구,창천동, 
2006,, ,8,2,2012,"2,000",29.65,5,90-1,75,(90-1),,,11410,서대문구,대신동, 
2006,, ,24,2,2012,"10,000",22.61,9,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2002,, ,11,2,2012,"3,000",14.11,6,92-7,20,창천오피스텔,,,11410,서대문구,창천동, 
2004,, ,13,2,2012,"1,000",19.89,2,97-64,65,경선파인 오피스텔,,,11410,서대문구,창천동, 
2003,, ,22,2,2012,"7,500",19.42,6,188-57,0,(188-57),,,11410,서대문구,연희동, 
2003,, ,22,2,2012,500,17.34,2,396-25,38,동림오벨리스크,,,11410,서대문구,홍은동, 
2004,, ,20,2,2012,"1,000",17.6,4,78-4,55,시아 루비움,,,11410,서대문구,연희동, 
2005,, ,2,2,2012,"1,000",16.83,8,218-1,58,연희체스트빌,,,11410,서대문구,연희동, 
2003,, ,17,2,2012,"9,500",26.32,6,136-7,0,(136-7),,,11410,서대문구,연희동, 
2006,, ,4,2,2012,"2,000",26.15,4,90-1,70,(90-1),,,11410,서대문구,대신동, 
2004,, ,13,2,2012,"7,000",20.52,7,188-3,0,(188-3),,,11410,서대문구,연희동, 
2004,, ,4,2,2012,"3,000",24.525,15,20-41,50,아남오피스텔,,,11410,서대문구,창천동, 
2009,, ,3,2,2012,"14,000",25.35,11,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,, ,6,2,2012,"5,000",24.48,1,396-25,0,동림오벨리스크,,,11410,서대문구,홍은동, 
2004,, ,3,3,2012,"3,000",19.95,7,188-3,40,(188-3),,,11410,서대문구,연희동, 
2004,, ,30,3,2012,"1,000",19.25,5,78-4,55,시아 루비움,,,11410,서대문구,연희동, 
2006,, ,8,3,2012,"15,000",29.26,5,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2007,, ,6,3,2012,"33,000",115.53,8,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,8,3,2012,"5,000",35.53,7,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,26,3,2012,"14,000",33.71,6,29-81,0,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2006,, ,1,3,2012,"9,000",19.4,2,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2007,, ,28,3,2012,"25,000",115.53,7,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2006,, ,17,3,2012,"7,000",19.4,6,190,23,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
