buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,offiNm,preDeposit,preMonthlyRent,sggCd,sggNm,umdNm,useRRRight
2005,, ,14,2,2013,"1,000",26.64,13,27-20,78,신촌가이아,,,11410,서대문구,대현동, 
2005,, ,7,3,2013,"1,000",41.08,7,116,95,SK리쳄블,,,11410,서대문구,합동, 
2006,, ,23,3,2013,"8,500",22.61,5,190,25,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2009,, ,18,3,2013,300,25.35,12,192,73,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,, ,11,3,2013,"3,000",26.03,2,136-7,50,(136-7),,,11410,서대문구,연희동, 
2003,, ,16,3,2013,"9,000",26.32,4,136-7,0,(136-7),,,11410,서대문구,연희동, 
2001,, ,3,3,2013,"1,000",16.2,9,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2002,, ,18,3,2013,"7,500",19.44,3,122-3,0,정연 지오빌,,,11410,서대문구,연희동, 
2003,, ,11,3,2013,"5,000",26.03,5,136-7,35,(136-7),,,11410,서대문구,연희동, 
2005,, ,22,3,2013,"8,000",19.01,5,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2004,, ,30,3,2013,"3,000",29.56,4,465,45,충정리시온,,,11410,서대문구,충정로3가, 
2005,, ,9,4,2013,"5,000",33.71,6,29-81,55,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2009,, ,11,4,2013,"5,000",25.35,5,192,50,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2001,, ,12,4,2013,"2,000",16.2,6,212-2,40,연희소프트빌,,,11410,서대문구,연희동, 
2007,, ,18,4,2013,"32,000",115.53,10,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,19,4,2013,"23,000",116.97,3,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2006,, ,9,4,2013,"9,000",22.61,3,190,22,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,30,4,2013,500,17.6,5,78-4,55,시아 루비움,,,11410,서대문구,연희동, 
2004,, ,10,4,2013,"11,000",44.22,9,490,0,홍익사랑,,,11410,서대문구,창천동, 
2006,, ,18,4,2013,"24,000",61.73,5,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2002,, ,6,4,2013,"3,000",19.44,6,122-3,40,정연 지오빌,,,11410,서대문구,연희동, 
2004,, ,7,5,2013,"1,500",21.75,8,343-1,38,선정오피스텔,,,11410,서대문구,북가좌동, 
2002,14.05~15.05,신규,14,5,2013,500,13.33,4,92-7,40,창천오피스텔,,,11410,서대문구,창천동, 
2007,, ,8,5,2013,"23,000",85.25,2,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,20,5,2013,"13,500",25.35,5,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,, ,16,5,2013,"9,000",26.03,4,136-7,0,(136-7),,,11410,서대문구,연희동, 
2006,, ,16,5,2013,"9,000",44.52,3,169-3,0,드리밍 아파트,,,11410,서대문구,연희동, 
2009,, ,20,5,2013,"13,500",22.72,19,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2003,, ,8,5,2013,"8,000",26.32,7,136-7,10,(136-7),,,11410,서대문구,연희동, 
2002,, ,25,5,2013,500,14.11,6,92-7,40,창천오피스텔,,,11410,서대문구,창천동, 
2004,, ,6,5,2013,"1,000",24.87,7,343-1,40,선정오피스텔,,,11410,서대문구,북가좌동, 
2006,, ,17,6,2013,"8,200",19.4,10,190,12,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,25,6,2013,"1,000",33.12,14,27-20,95,신촌가이아,,,11410,서대문구,대현동, 
2003,, ,8,6,2013,"6,000",25.53,4,88-11,0,정연지오빌ll,,,11410,서대문구,연희동, 
2009,, ,23,6,2013,"15,000",56.12,9,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2003,, ,1,6,2013,"8,000",18.9,5,188-57,0,(188-57),,,11410,서대문구,연희동, 
2007,, ,30,6,2013,"29,000",115.53,6,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2004,, ,26,6,2013,"1,000",20.52,5,188-3,55,(188-3),,,11410,서대문구,연희동, 
2006,, ,18,6,2013,"10,500",22.61,3,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,21,6,2013,"8,000",19.26,4,97-64,0,경선파인 오피스텔,,,11410,서대문구,창천동, 
2003,, ,21,6,2013,"1,000",15.94,6,80-7,48,파라다이스텔에스비,,,11410,서대문구,연희동, 
2009,, ,8,7,2013,"15,000",56.12,6,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2005,, ,20,7,2013,"1,000",16.83,9,218-1,57,연희체스트빌,,,11410,서대문구,연희동, 
2006,, ,19,7,2013,"15,000",30.86,3,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,13,7,2013,"4,000",19.01,4,103-7,35,스페이스엠,,,11410,서대문구,연희동, 
2004,, ,29,7,2013,"3,000",19.38,4,97-64,50,경선파인 오피스텔,,,11410,서대문구,창천동, 
2003,, ,26,7,2013,"7,500",22.23,3,88-11,0,정연지오빌ll,,,11410,서대문구,연희동, 
2004,, ,18,7,2013,"1,000",24.84,4,343-1,40,선정오피스텔,,,11410,서대문구,북가좌동, 
2007,, ,29,7,2013,"39,000",64.41,7,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2003,, ,9,7,2013,"3,000",19.42,2,188-57,35,(188-57),,,11410,서대문구,연희동, 
2007,, ,16,7,2013,"3,000",97.65,12,194-30,150,브라운스톤 연희,,,11410,서대문구,연희동, 
2002,, ,5,8,2013,"1,000",25.73,4,76-24,50,(76-24),,,11410,서대문구,연희동, 
2009,, ,7,8,2013,300,25.35,15,192,73,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,2,8,2013,500,13.33,4,92-7,45,창천오피스텔,,,11410,서대문구,창천동, 
2003,, ,19,8,2013,400,21.42,1,396-25,46,동림오벨리스크,,,11410,서대문구,홍은동, 
2002,, ,17,8,2013,"1,000",20.67,7,100-15,44,브라운 힐,,,11410,서대문구,연희동, 
2005,, ,3,8,2013,"5,000",16.83,8,218-1,25,연희체스트빌,,,11410,서대문구,연희동, 
2006,, ,17,8,2013,"8,500",19.4,4,190,16,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2001,, ,14,8,2013,"1,000",16.2,8,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2002,, ,21,8,2013,"1,000",19.44,5,122-3,55,정연 지오빌,,,11410,서대문구,연희동, 
2009,, ,29,8,2013,"16,000",56.12,5,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2004,, ,6,9,2013,"2,000",24.29,7,45-5,60,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2009,, ,26,9,2013,"15,000",56.12,8,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2003,, ,24,9,2013,"2,000",17.34,1,396-25,20,동림오벨리스크,,,11410,서대문구,홍은동, 
2003,, ,26,9,2013,"3,000",19.24,11,80-7,30,파라다이스텔에스비,,,11410,서대문구,연희동, 
2005,, ,13,9,2013,"1,000",29.13,14,29-81,75,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2001,, ,14,9,2013,"1,000",16.2,7,212-2,45,연희소프트빌,,,11410,서대문구,연희동, 
2001,, ,7,9,2013,"3,000",16.2,2,212-2,30,연희소프트빌,,,11410,서대문구,연희동, 
2005,, ,7,9,2013,"12,000",26.34,9,29-81,0,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2003,, ,5,9,2013,"8,000",26.03,6,136-7,20,(136-7),,,11410,서대문구,연희동, 
2005,, ,3,9,2013,"8,000",19.01,6,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2007,, ,14,10,2013,"25,000",58.57,9,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2007,, ,4,10,2013,"31,000",97.65,7,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2007,, ,2,10,2013,"25,000",115.53,4,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2003,, ,16,10,2013,"19,000",98.61,2,274-99,0,홍은그린아파트,,,11410,서대문구,홍은동, 
2002,, ,31,10,2013,"2,000",19.44,4,122-3,40,정연 지오빌,,,11410,서대문구,연희동, 
2009,, ,14,10,2013,300,25.35,15,192,73,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2007,, ,12,10,2013,"40,000",97.65,11,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,14,10,2013,"1,000",37.15,5,117,80,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,19,10,2013,"2,000",26.64,6,27-20,60,신촌가이아,,,11410,서대문구,대현동, 
2006,, ,30,10,2013,"9,300",19.4,5,190,10,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,27,11,2013,"1,000",26.22,15,29-81,50,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2007,, ,30,11,2013,"33,000",115.53,8,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,9,11,2013,"14,500",56.12,6,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2004,, ,14,11,2013,"3,000",19.81,5,103-6,37,라이온스톤,,,11410,서대문구,연희동, 
2006,, ,28,11,2013,"16,300",29.26,5,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,23,11,2013,"9,800",19.4,3,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2009,, ,30,11,2013,"19,000",81.24,2,164,0,천지인에이동,,,11410,서대문구,홍은동, 
2005,, ,30,11,2013,"3,000",41.57,3,116,80,SK리쳄블,,,11410,서대문구,합동, 
2004,, ,30,11,2013,"1,000",24.29,4,45-5,65,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2002,, ,11,11,2013,"2,000",20.67,4,100-15,35,브라운 힐,,,11410,서대문구,연희동, 
2001,, ,10,12,2013,500,16.2,8,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2002,, ,10,12,2013,"1,000",25.73,6,76-24,50,(76-24),,,11410,서대문구,연희동, 
2007,, ,4,12,2013,"23,000",115.53,8,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2006,, ,9,12,2013,"17,500",37.15,10,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2003,, ,24,12,2013,"10,000",26.03,2,136-7,0,(136-7),,,11410,서대문구,연희동, 
2014,, ,24,12,2013,"7,000",26.82,9,104-5,50,신촌푸르지오시티,,,11410,서대문구,대현동, 
2014,14.01~15.01,신규,16,12,2013,"10,000",27.66,5,104-5,30,신촌푸르지오시티,,,11410,서대문구,대현동, 
2007,, ,23,12,2013,"24,000",116.97,1,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,6,12,2013,"3,000",87.59,7,340-27,150,현대싱그런,,,11410,서대문구,연희동, 
2006,, ,28,12,2013,"10,000",22.61,5,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,9,1,2014,"8,000",19.01,1,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2004,, ,25,1,2014,"1,000",19.04,4,188-3,55,(188-3),,,11410,서대문구,연희동, 
2004,, ,14,1,2014,"2,000",20.52,6,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2006,, ,28,1,2014,"2,000",25.69,4,90-1,68,(90-1),,,11410,서대문구,대신동, 
2005,, ,10,1,2014,"2,000",24.15,3,218-1,70,연희체스트빌,,,11410,서대문구,연희동, 
2004,, ,6,1,2014,"6,000",19.26,2,97-64,25,경선파인 오피스텔,,,11410,서대문구,창천동, 
2006,, ,28,1,2014,"9,000",19.4,7,190,10,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,2,1,2014,"2,000",26.15,5,90-1,70,(90-1),,,11410,서대문구,대신동, 
2004,, ,18,1,2014,"12,500",28.5,15,20-41,0,아남오피스텔,,,11410,서대문구,창천동, 
2003,, ,28,1,2014,"2,000",22.95,4,396-24,30,현상준건물,,,11410,서대문구,홍은동, 
2007,, ,17,2,2014,"28,000",86.17,10,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2005,, ,15,2,2014,"1,000",26.64,5,27-20,72,신촌가이아,,,11410,서대문구,대현동, 
2001,, ,5,2,2014,500,16.2,7,212-2,48,연희소프트빌,,,11410,서대문구,연희동, 
2005,, ,12,2,2014,"1,000",49.83,7,116,120,SK리쳄블,,,11410,서대문구,합동, 
2007,, ,25,2,2014,"26,000",64.41,10,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2001,, ,21,2,2014,"3,000",16.2,4,212-2,30,연희소프트빌,,,11410,서대문구,연희동, 
2007,, ,21,2,2014,"43,000",132.63,9,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2001,14.03~15.02,신규,25,2,2014,"3,000",16.2,2,212-2,30,연희소프트빌,,,11410,서대문구,연희동, 
2009,, ,12,2,2014,300,25.35,16,192,73,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,28,2,2014,"2,000",20.52,2,188-3,45,(188-3),,,11410,서대문구,연희동, 
2009,, ,19,3,2014,"14,000",25.35,8,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,17,3,2014,"19,000",56.12,10,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2005,, ,15,3,2014,"18,000",34.22,3,116,0,SK리쳄블,,,11410,서대문구,합동, 
2009,, ,23,3,2014,"3,000",25.35,6,192,55,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2004,, ,13,3,2014,"6,500",21.75,4,343-1,0,선정오피스텔,,,11410,서대문구,북가좌동, 
2002,, ,27,3,2014,"7,500",22.9,2,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2014,14.03~15.03,신규,1,3,2014,"1,000",26.76,8,104-5,85,신촌푸르지오시티,,,11410,서대문구,대현동, 
2006,, ,1,3,2014,"8,000",30.86,2,117,40,충정로대우디오빌,,,11410,서대문구,합동, 
2002,, ,8,3,2014,"2,500",25.73,2,76-24,40,(76-24),,,11410,서대문구,연희동, 
2002,, ,17,3,2014,"2,000",20.39,2,121-4,40,오벨리스크,,,11410,서대문구,연희동, 
2004,, ,8,4,2014,500,21.75,8,343-1,40,선정오피스텔,,,11410,서대문구,북가좌동, 
2004,, ,29,4,2014,"1,000",20.52,4,97-64,65,경선파인 오피스텔,,,11410,서대문구,창천동, 
2004,, ,9,4,2014,"12,000",44.22,9,490,0,홍익사랑,,,11410,서대문구,창천동, 
2005,14.05~16.05,신규,23,4,2014,"8,500",19.01,3,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2002,, ,2,4,2014,"1,000",12.95,5,62-48,50,(62-48),,,11410,서대문구,창천동, 
2009,, ,29,4,2014,"14,000",25.35,11,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,15,4,2014,"16,000",56.12,2,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2006,, ,15,4,2014,"12,000",57.15,3,169-3,0,드리밍 아파트,,,11410,서대문구,연희동, 
2009,, ,26,4,2014,"17,000",56.12,10,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2009,, ,8,4,2014,500,25.35,14,192,75,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,7,5,2014,"1,000",58.53,13,117,135,충정로대우디오빌,,,11410,서대문구,합동, 
2002,, ,18,5,2014,"6,500",22.9,5,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2006,, ,9,5,2014,"26,000",61.73,7,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2009,, ,27,5,2014,"14,000",25.35,16,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,24,5,2014,"14,000",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,23,5,2014,"14,000",25.35,12,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,26,5,2014,"14,000",25.35,16,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,6,5,2014,"3,000",20.39,6,121-4,30,오벨리스크,,,11410,서대문구,연희동, 
2004,, ,29,5,2014,"8,000",19.38,1,97-64,0,경선파인 오피스텔,,,11410,서대문구,창천동, 
2009,, ,17,5,2014,"14,000",25.35,3,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,21,6,2014,"8,000",19.01,2,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2009,, ,14,6,2014,"18,000",35.53,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,28,6,2014,"8,200",19.4,10,190,12,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2004,, ,2,6,2014,500,21.75,5,343-1,45,선정오피스텔,,,11410,서대문구,북가좌동, 
2009,, ,7,6,2014,"1,000",25.35,12,192,70,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,28,6,2014,"6,500",20.39,6,121-4,0,오벨리스크,,,11410,서대문구,연희동, 
2014,, ,26,6,2014,"18,000",26.76,21,104-5,0,신촌푸르지오시티,,,11410,서대문구,대현동, 
2004,, ,28,6,2014,"9,000",22.11,9,490,0,홍익사랑,,,11410,서대문구,창천동, 
2005,, ,28,6,2014,"1,000",16.83,7,218-1,55,연희체스트빌,,,11410,서대문구,연희동, 
2009,, ,28,6,2014,"2,500",25.35,9,192,62,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,25,7,2014,500,16.83,5,218-1,60,연희체스트빌,,,11410,서대문구,연희동, 
2006,, ,21,7,2014,"17,000",29.25,9,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,24,7,2014,"16,000",29.26,2,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,31,7,2014,"1,000",24.92,8,29-81,70,신촌 르메이에르타운5,,,11410,서대문구,창천동, 
2004,, ,5,7,2014,"2,000",20.52,5,188-3,50,(188-3),,,11410,서대문구,연희동, 
2007,, ,30,7,2014,"30,000",97.65,12,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2009,, ,4,7,2014,"17,000",56.12,6,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2004,, ,3,7,2014,"2,000",19.38,3,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2004,, ,31,7,2014,"9,000",19.31,6,97-64,0,경선파인 오피스텔,,,11410,서대문구,창천동, 
2004,, ,26,7,2014,"1,000",19.31,1,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2006,, ,27,8,2014,"26,000",61.22,11,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2006,, ,25,8,2014,"16,000",29.25,9,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2007,, ,9,8,2014,"29,700",97.65,7,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,8,8,2014,"8,500",19.4,4,190,19,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2002,, ,14,8,2014,"1,000",19.61,3,62-48,50,(62-48),,,11410,서대문구,창천동, 
2002,, ,11,8,2014,"6,000",17.82,6,92-7,0,창천오피스텔,,,11410,서대문구,창천동, 
2009,, ,30,8,2014,"16,500",56.12,3,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2004,, ,27,8,2014,"1,000",19.95,3,188-3,55,(188-3),,,11410,서대문구,연희동, 
2005,, ,19,8,2014,500,16.83,6,218-1,60,연희체스트빌,,,11410,서대문구,연희동, 
2007,, ,25,8,2014,"3,000",87.59,7,340-27,130,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,13,9,2014,"16,500",56.12,2,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
2009,, ,27,9,2014,"14,000",25.35,11,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2009,, ,27,9,2014,"7,000",25.35,15,192,40,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2005,, ,23,9,2014,"3,500",26.64,11,27-20,50,신촌가이아,,,11410,서대문구,대현동, 
2006,, ,29,9,2014,"10,000",42.66,2,169-3,0,드리밍 아파트,,,11410,서대문구,연희동, 
2007,, ,1,9,2014,"24,000",116.97,2,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2009,, ,30,9,2014,"14,000",25.35,15,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2002,, ,3,9,2014,500,13.33,2,92-7,45,창천오피스텔,,,11410,서대문구,창천동, 
2004,, ,2,9,2014,"2,000",17.16,5,78-4,40,시아 루비움,,,11410,서대문구,연희동, 
2009,, ,27,9,2014,"15,000",28.82,14,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,10,10,2014,"10,000",22.61,10,190,8,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,19,10,2014,"8,500",19.01,4,103-7,0,스페이스엠,,,11410,서대문구,연희동, 
2007,, ,3,10,2014,"1,000",28.79,5,194-30,70,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,14,10,2014,"9,500",19.4,3,190,60,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2007,, ,25,10,2014,"26,000",64.41,9,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2003,, ,16,10,2014,"3,000",18.9,5,188-57,35,(188-57),,,11410,서대문구,연희동, 
2006,, ,30,10,2014,"10,000",19.4,4,190,0,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2006,, ,28,10,2014,"1,500",61.73,11,117,130,충정로대우디오빌,,,11410,서대문구,합동, 
2004,, ,21,10,2014,"8,500",19.81,5,103-6,0,라이온스톤,,,11410,서대문구,연희동, 
2002,, ,30,10,2014,"1,000",17.82,5,92-7,50,창천오피스텔,,,11410,서대문구,창천동, 
2006,, ,26,11,2014,"3,000",29.29,9,117,60,충정로대우디오빌,,,11410,서대문구,합동, 
2009,, ,14,11,2014,"2,000",25.35,14,192,60,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2014,, ,4,11,2014,"18,000",28.3,15,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2014,, ,13,11,2014,"18,000",28.3,8,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2004,, ,21,11,2014,"7,500",20.52,1,97-64,0,경선파인 오피스텔,,,11410,서대문구,창천동, 
2001,, ,7,11,2014,"1,000",16.2,4,212-2,50,연희소프트빌,,,11410,서대문구,연희동, 
2006,, ,30,11,2014,"9,500",19.4,5,190,50,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2003,, ,27,11,2014,"8,000",19.94,2,188-57,0,(188-57),,,11410,서대문구,연희동, 
2002,, ,19,11,2014,"7,000",19.44,3,122-3,5,정연 지오빌,,,11410,서대문구,연희동, 
2005,, ,18,11,2014,"8,000",19.01,1,103-7,5,스페이스엠,,,11410,서대문구,연희동, 
2006,, ,13,12,2014,"10,200",22.61,2,190,7,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2014,, ,18,12,2014,"6,000",27.61,6,104-36,65,신촌자이엘라,,,11410,서대문구,대현동, 
2014,, ,17,12,2014,"5,000",29.62,5,104-36,70,신촌자이엘라,,,11410,서대문구,대현동, 
2014,, ,13,12,2014,"20,000",29.62,12,104-36,0,신촌자이엘라,,,11410,서대문구,대현동, 
2014,, ,8,12,2014,"5,000",29.45,14,104-36,70,신촌자이엘라,,,11410,서대문구,대현동, 
2005,, ,17,12,2014,"1,000",22.74,12,27-20,73,신촌가이아,,,11410,서대문구,대현동, 
2007,, ,26,12,2014,"38,000",115.53,7,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,23,12,2014,"33,000",97.65,7,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2003,, ,29,12,2014,"8,000",19.42,6,188-57,0,(188-57),,,11410,서대문구,연희동, 
2004,, ,29,12,2014,"4,000",28.5,10,20-41,45,아남오피스텔,,,11410,서대문구,창천동, 
2003,, ,26,1,2015,500,15.94,10,80-7,50,파라다이스텔에스비,,,11410,서대문구,연희동, 
2014,, ,10,1,2015,"1,000",23.7,8,104-5,80,신촌푸르지오시티,,,11410,서대문구,대현동, 
2007,, ,30,1,2015,"25,000",86.17,7,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2002,, ,25,1,2015,"1,000",20.39,4,121-4,40,오벨리스크,,,11410,서대문구,연희동, 
2004,, ,11,1,2015,"2,000",19.95,5,188-3,50,(188-3),,,11410,서대문구,연희동, 
2004,15.02~16.02,신규,17,1,2015,"2,000",19.38,5,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2002,, ,2,1,2015,"1,000",12.95,5,62-48,50,(62-48),,,11410,서대문구,창천동, 
2004,, ,7,1,2015,"1,000",24.29,5,45-5,65,이화인비따레오피스텔,,,11410,서대문구,대현동, 
2003,, ,24,1,2015,"3,000",24.48,1,396-25,25,동림오벨리스크,,,11410,서대문구,홍은동, 
2006,, ,10,1,2015,"17,000",30.86,11,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,7,2,2015,"1,000",26.64,8,27-20,75,신촌가이아,,,11410,서대문구,대현동, 
2004,, ,16,2,2015,"2,000",19.38,4,97-64,60,경선파인 오피스텔,,,11410,서대문구,창천동, 
2005,15.02~16.02,신규,11,2,2015,"1,000",29.04,6,27-20,75,신촌가이아,,,11410,서대문구,대현동, 
2006,, ,17,2,2015,"9,500",22.61,5,190,15,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2005,, ,8,2,2015,"3,000",24.15,3,218-1,60,연희체스트빌,,,11410,서대문구,연희동, 
2014,, ,15,2,2015,"3,000",29.62,4,104-36,80,신촌자이엘라,,,11410,서대문구,대현동, 
2004,, ,1,2,2015,"3,000",27.31,4,97-64,70,경선파인 오피스텔,,,11410,서대문구,창천동, 
2007,, ,17,2,2015,"47,000",156.24,11,194-30,0,브라운스톤 연희,,,11410,서대문구,연희동, 
2006,, ,16,2,2015,"17,500",29.26,6,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2014,, ,12,2,2015,"3,000",29.45,8,104-36,85,신촌자이엘라,,,11410,서대문구,대현동, 
2009,, ,15,3,2015,"14,000",25.35,7,192,0,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2014,, ,4,3,2015,"3,000",29.45,8,104-36,80,신촌자이엘라,,,11410,서대문구,대현동, 
2007,, ,31,3,2015,"35,000",116.97,1,340-27,0,현대싱그런,,,11410,서대문구,연희동, 
2007,, ,3,3,2015,"1,000",28.79,4,194-30,70,브라운스톤 연희,,,11410,서대문구,연희동, 
2003,, ,17,3,2015,"7,500",26.03,5,136-7,28,(136-7),,,11410,서대문구,연희동, 
2006,, ,6,3,2015,"9,500",22.61,3,190,15,쎄미앙 오피스텔,,,11410,서대문구,미근동, 
2001,, ,9,3,2015,"1,000",16.2,6,212-2,46,연희소프트빌,,,11410,서대문구,연희동, 
2005,, ,31,3,2015,"18,000",34.22,6,116,0,SK리쳄블,,,11410,서대문구,합동, 
2009,, ,26,3,2015,"3,000",25.35,6,192,55,서대문 디오빌 오피스텔,,,11410,서대문구,충정로2가, 
2006,, ,10,3,2015,"19,000",37.15,13,117,0,충정로대우디오빌,,,11410,서대문구,합동, 
2005,, ,30,4,2015,700,16.83,2,218-1,57,연희체스트빌,,,11410,서대문구,연희동, 
2009,, ,30,4,2015,"18,000",56.12,7,165-2,0,코지펠리스,,,11410,서대문구,홍은동, 
